Restaurant_ID,Restaurant.Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Aggregate_rating,Votes,top_dishes
18423108,Brown Sugar,New Delhi,"33, L.S.C, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2385097,28.5367217,"Cafe, Fast Food, Continental",1000,No,Yes,No,3.2,12,"['Mocha', 'Latte', 'Milkshake', 'Fries', 'Quiche']"
17953926,Cakes and Bakes,New Delhi,"E-572, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.240072,28.5398536,"Bakery, Fast Food",300,No,No,No,3.2,9,"['Eclair', 'Brownie', 'Cinnamon Roll', 'Chicken Sandwich', 'Burger']"
310321,CDB Cafe,New Delhi,"M-31, Ground Floor, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2414931,28.5331658,"North Indian, Chinese, Continental, Italian",1800,Yes,No,No,3.4,35,"['Aloo Paratha', 'Butter Chicken', 'Paneer Tikka', 'Noodles', 'Dim Sum']"
69,Chungwa,New Delhi,"M-34, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431379,28.5339137,"Chinese, Thai, Seafood",1100,Yes,Yes,No,3.3,489,"['Manchurian', 'Sesame Chicken', 'Tom Yum', 'Green Curry', 'Salmon']"
202,Domino's Pizza,New Delhi,"M-83, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2428374,28.5321867,"Pizza, Fast Food",700,No,No,No,3.2,138,"['Four Cheese', 'Pepperoni', 'White Pizza', 'Chicken Nuggets', 'Poutine']"
309902,Fudged,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24218,28.53412,"Desserts, Bakery",400,No,No,No,3.0,17,"['Pantua', 'Gajar Halwa', 'Peda', 'Fruit Tart', 'Baguette']"
1916,Gopala,New Delhi,"5, S Block, Chandan Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2460449,28.5306584,"Mithai, Street Food",250,No,No,No,3.2,12,"['Malai Peda', 'Modak', 'Balushahi', 'Hot Dog', 'Kebab']"
5735,Gourmet Affaire's,New Delhi,"E-556, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400467,28.5386726,"Bakery, Desserts, Ice Cream",300,No,Yes,No,3.4,66,"['Cinnamon Roll', 'Cupcake', 'Pantua', 'Jalebi', 'Strawberry']"
2591,Hot N Chilly,New Delhi,"17, LSC, Block, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2391233,28.5378256,North Indian,300,No,No,No,2.8,14,"['Tandoori Chicken', 'Kadai Paneer', 'Rajma', 'Kulfi', 'Samosa']"
306264,Kabooze,New Delhi,"M-4, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2432885,28.5343238,"North Indian, Chinese, Continental",1900,Yes,Yes,No,3.3,148,"['Chicken Tikka Masala', 'Rogan Josh', 'Peking Duck', 'Noodles', 'Quiche']"
305817,Koyla Kebab,New Delhi,"M-5, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2432392,28.5345941,"North Indian, Mughlai",650,No,Yes,No,3.1,99,"['Gulab Jamun', 'Naan', 'Aloo Paratha', 'Kheema', 'Seekh Kebab']"
18432940,LaBontí©,New Delhi,"M-22, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2420436,28.5335013,Bakery,500,No,No,No,3.4,17,"['Pretzel', 'Danish Pastry', 'Cheesecake', 'Cinnamon Roll', 'Baguette']"
311690,MR.D - Deliciousness Delivered,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2457421,28.5281318,"North Indian, Italian, Chinese",700,No,Yes,No,3.3,148,"['Aloo Paratha', 'Rajma', 'Cannoli', 'Polenta', 'Chow Mein']"
309072,Panda Wokk,New Delhi,"23-24, Masjid Moth, Near HDFC Bank, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2391222,28.5375972,"Chinese, Thai",950,Yes,Yes,No,3.4,77,"['Mapo Tofu', 'Crab Rangoon', 'Chilli Chicken', 'Satay', 'Khao Soi']"
18277002,Relax Xpress,New Delhi,"Shop 19, LSC, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2390081,28.5376881,"North Indian, Mughlai, Chinese",650,No,Yes,No,3.2,25,"['Paneer Tikka', 'Chole Bhature', 'Korma', 'Biryani', 'Noodles']"
18433883,Rollplay,New Delhi,"4, Nilgiri Shopping Complex, Alaknanda, New Delhi",Greater Kailash (GK) 2,77.2504814,28.527611,Fast Food,300,No,Yes,No,2.9,7,"['Donuts', 'Onion Rings', 'Wraps', 'Poutine', 'Tacos']"
301435,Sagar Ratna,New Delhi,"Shop 25-27, E Block Local Market, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2390211,28.5375623,"South Indian, North Indian",700,No,Yes,No,2.7,134,"['Pesarattu', 'Pongal', 'Dosa', 'Chaat', 'Palak Paneer']"
18352256,Spanish Delights,New Delhi,"B-25, Greater Kailash Enclave - II, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2398689,28.5410272,Ice Cream,200,No,No,No,3.1,10,"['Rocky Road', 'Strawberry', 'Tiramisu', 'Neapolitan', 'Cookies and Cream']"
308367,Subway,New Delhi,"M-75, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.243265,28.5328212,"American, Fast Food, Salad, Healthy Food",500,No,No,No,3.3,96,"['Fried Chicken', 'Cornbread', 'Apple Pie', 'Wraps', 'Burger']"
309741,The Beer Cafe,New Delhi,"M-4, 1st Floor, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2435154,28.5341433,"Finger Food, North Indian, Italian",1250,Yes,No,No,3.4,90,"['Fish Tacos', 'Jalapeno Poppers', 'Tandoori Chicken', 'Butter Chicken', 'Gnocchi']"
18241869,Tashan,New Delhi,"M-60, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2441084,28.5335898,Modern Indian,2000,Yes,No,No,4.6,304,"['Biryani', 'Kulfi', 'Masala Dosa', 'Lassi', 'Kadai Paneer']"
305125,Amalfi,New Delhi,"M-82, 1st Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2427665,28.5322514,Italian,1800,Yes,No,No,3.9,484,"['Gnocchi', 'Risotto', 'Ravioli', 'Panna Cotta', 'Cannoli']"
312270,Backkerei,New Delhi,"Mandakini Enclave, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2399764,28.5400134,"Bakery, Desserts",400,No,No,No,3.6,67,"['Ciabatta', 'Eclair', 'Focaccia', 'Pantua', 'Jalebi']"
18249082,Beeryani,New Delhi,"M-44, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2437527,28.5333292,"North Indian, Biryani",700,No,Yes,No,3.8,136,"['Pav Bhaji', 'Palak Paneer', 'Samosa', 'Tahari', 'Chettinad Biryani']"
18279452,Beijing Street,New Delhi,"Outlet 22, DT Cinema Complex, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2398703,28.5413133,"Chinese, Thai, Fast Food",650,No,Yes,No,3.6,120,"['Peking Duck', 'Sesame Chicken', 'Tom Yum', 'Thai Iced Tea', 'Burritos']"
305303,Bikanervala,New Delhi,"7, Masjid Moth, Near HDFC Bank, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2389367,28.5373191,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,No,Yes,No,3.5,272,"['Aloo Paratha', 'Lassi', 'Idli', 'Dosa', 'Tacos']"
18354645,Chaayos,New Delhi,"M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2432781,28.5341539,"Cafe, Tea",400,No,Yes,No,3.8,68,"['Ristretto', 'Americano', 'Latte', 'Herbal Tea', 'Hong Kong Milk Tea']"
1218,China Garden,New Delhi,"M-73, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431781,28.5328167,Chinese,1800,Yes,No,No,3.8,663,"[""General Tso's Chicken"", 'Kung Pao Chicken', 'Cantonese Cuisine', 'Fried Rice', 'Sesame Chicken']"
8429,Chocolateria San Churro,New Delhi,"1, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2436699,28.5345364,"Bakery, Desserts, Fast Food",1000,Yes,Yes,No,3.8,594,"['Cheesecake', 'Pain au Chocolat', 'Basundi', 'Shrikhand', 'Chicken Sandwich']"
7819,Cocoberry,New Delhi,"E-586, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2401507,28.5409162,Desserts,300,No,Yes,No,3.5,66,"['Kaju Katli', 'Mysore Pak', 'Kulfi', 'Gulab Jamun', 'Jalebi']"
785,Costa Coffee,New Delhi,"M-38, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2432456,28.5337162,Cafe,600,No,No,No,3.5,103,"['Cappuccino', 'CafÃ© BombÃ³n', 'Irish Coffee', 'Espresso', 'Vienna Coffee']"
312486,Country Curries,New Delhi,"21, Savitri Cinema Complex, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24002328,28.54125928,"North Indian, Bengali",800,No,Yes,No,3.5,139,"['Chaat', 'Aloo Paratha', 'Chicken Tikka Masala', 'Chole Bhature', 'Samosa']"
1922,Culinaire,New Delhi,"Shop 2, Chandan Market, S Block, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2456868,28.5306722,"Chinese, Thai",1000,No,Yes,No,3.8,843,"['Sweet and Sour Chicken', 'Cantonese Cuisine', 'Hot and Sour Soup', 'Thai Fried Rice', 'Tom Yum Goong']"
7642,Defence Bakery,New Delhi,"M-70, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434692,28.5329663,"Bakery, Fast Food",400,No,Yes,No,3.6,113,"['Pain au Chocolat', 'Focaccia', 'Brioche', 'Ice Cream', 'Fish and Chips']"
64,Diva - The Italian Restaurant,New Delhi,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431861,28.5342023,Italian,2500,Yes,Yes,No,3.8,372,"['Arancini', 'Carbonara', 'Cannoli', 'Pizza', 'Lasagna']"
18413250,Fig & Maple,New Delhi,"M-27, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2418472,28.5332835,"Continental, Italian",1650,Yes,No,No,3.8,42,"['Fried Chicken', 'Moussaka', 'Caesar Salad', 'Lasagna', 'Panna Cotta']"
312787,Fitoor,New Delhi,"M-31, 2nd & 3rd Floor, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.241504,28.5331306,"American, Italian, Mughlai, North Indian",1350,Yes,No,No,3.5,140,"['Philly Cheesesteak', 'Clam Chowder', 'Reuben Sandwich', 'Gnocchi', 'Osso Buco']"
3611,Giani's,New Delhi,"E-574, Main Road, Near ICICI Bank, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400539,28.5399106,"Ice Cream, Desserts",400,No,Yes,No,3.6,173,"['Coconut', 'Butter Pecan', 'Bubble Gum', 'Jalebi', 'Rasgulla']"
309815,Happy Hakka,New Delhi,"E-578, Savitri Road, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24028882,28.54047022,"Chinese, Asian, Thai",650,No,Yes,No,3.8,312,"['Kung Pao Chicken', 'Hot and Sour Soup', 'Sukiyaki', 'Spring Rolls', 'Massaman Curry']"
1018,Mainland China,New Delhi,"Plot 4, Local Shopping Centre, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2386742,28.5373346,Chinese,1800,Yes,Yes,No,3.7,780,"['Dumplings', 'Hot and Sour Soup', 'Sweet and Sour Chicken', 'Spring Rolls', 'Chow Mein']"
8689,Mini Mughal,New Delhi,"M-71, 1st Floor, M-Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434648,28.5328936,"North Indian, Mughlai",1200,Yes,No,No,3.5,256,"['Lassi', 'Palak Paneer', 'Biryani', 'Murgh Musallam', 'Nihari']"
18383512,Movenpick,New Delhi,"M 7, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2431486,28.5342396,"Ice Cream, Desserts",650,No,Yes,No,3.9,27,"['Pistachio', 'Neapolitan', 'Maple Walnut', 'Peda', 'Rasgulla']"
308238,New York Slice - Express,New Delhi,"E-584, Near Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400419,28.540691,"Pizza, Fast Food",800,No,Yes,No,3.6,160,"['Capricciosa', 'Meat Lovers', 'Supreme', 'Fish and Chips', 'Donuts']"
5944,Nirula's Ice Cream,New Delhi,"E-564, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400534,28.5394362,"Desserts, Ice Cream",250,No,Yes,No,3.6,36,"['Rabri', 'Kalakand', 'Basundi', 'Coffee', 'Cookie Dough']"
285,Not Just Paranthas,New Delhi,"M-84, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2426617,28.5323086,North Indian,1100,Yes,Yes,No,3.7,487,"['Dal Makhani', 'Chaat', 'Kulfi', 'Tandoori Chicken', 'Aloo Paratha']"
304635,Nutritious Nation,New Delhi,"M-45, Main Market, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2425286,28.5337643,"Healthy Food, Continental, Juices, Salad",900,No,Yes,No,3.5,352,"['Acai Bowl', 'Smoothie Bowl', 'Grilled Chicken', 'Fish Pie', 'Greek Salad']"
1021,Open Oven,New Delhi,"E-564, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2401571,28.5393522,"Bakery, Desserts, Fast Food",250,No,Yes,No,3.7,290,"['Danish Pastry', 'Eclair', 'Peda', 'Basundi', 'Chicken Sandwich']"
307532,Starbucks,New Delhi,"Ground Floor, M-11, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2428767,28.5340181,Cafe,700,No,No,No,3.5,132,"['Latte', 'Flat White', 'Irish Coffee', 'Cortado', 'Frappuccino']"
1913,Swagath,New Delhi,"M-9, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.243348,28.5340197,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,No,3.5,198,"['Kulfi', 'Rajma', 'Dumplings', 'Kung Pao Chicken', 'Puttu']"
311601,The Health Box,New Delhi,"Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.24218,28.53412,Healthy Food,600,No,Yes,No,3.5,124,"['Grilled Fish', 'Cauliflower Rice', 'Quinoa Bowl', 'Fruit Salad', 'Avocado Toast']"
18254553,Twisted Tacos,New Delhi,"M-192, Ground Floor, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2437305,28.5345667,Mexican,650,No,Yes,No,3.8,173,"['Pozole', 'Quesadillas', 'Nachos', 'Churros', 'Ceviche']"
4821,Uber Lounge,New Delhi,"M-42, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2436254,28.5334703,"Continental, North Indian, Italian",2200,Yes,Yes,No,3.6,430,"['Creme Brulee', 'Greek Salad', 'Biryani', 'Kadai Paneer', 'Carbonara']"
308018,Yeti - The Himalayan Kitchen,New Delhi,"M-20, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.242033,28.5335584,"Tibetan, Nepalese",1300,No,No,No,3.7,807,"['Momos', 'Khapsey', 'Khura', 'Tongba', 'Yomari']"
310342,Zai,New Delhi,"Building 3, Local Shopping Complex, Masjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2386784,28.5370786,"North Indian, Continental, Chinese",1550,Yes,Yes,No,3.8,302,"['Pav Bhaji', 'Kulfi', 'Greek Salad', 'Spaghetti Carbonara', 'Dim Sum']"
307344,Al Bake,New Delhi,"Shop 22, E Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.238998,28.5378735,"Lebanese, Chinese, Fast Food",300,No,No,No,2.4,30,"['Sambousek', 'Warbat', 'Dim Sum', 'Orange Chicken', 'Wraps']"
307801,Artusi Ristorante e Bar,New Delhi,"M-24, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2421548,28.5335863,Italian,3000,Yes,No,No,4.1,496,"['Pizza', 'Tiramisu', 'Carbonara', 'Ravioli', 'Calzone']"
18462002,Baris,New Delhi,"Building 3, Local Shopping Complex, Mazjid Moth, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.23869669,28.53712778,"Turkish, Mediterranean, Middle Eastern",2000,Yes,No,No,4.3,43,"['Kebab', 'Su BÃ¶reÄ\x9fi', 'Baklava', 'Baba Ganoush', 'Dolma']"
18208886,Carnatic Cafe,New Delhi,"M-21, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2422778,28.533561,South Indian,550,No,No,No,4.4,400,"['Uttapam', 'Rava Dosa', 'Pongal', 'Puttu', 'Appam']"
18435305,Chhalava - ö__Lava,New Delhi,"M-40, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2434183,28.5336924,"North Indian, Italian, Continental",1200,Yes,No,No,4.4,80,"['Lassi', 'Paneer Tikka', 'Arancini', 'Panini', 'Moussaka']"
18260641,Dilli BC,New Delhi,"M-58, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2445203,28.5335082,"North Indian, Mughlai",700,No,Yes,No,4.1,267,"['Naan', 'Aloo Paratha', 'Gulab Jamun', 'Chapli Kebab', 'Shahi Tukda']"
18349921,Sumo Sushi,New Delhi,"Behind Savitri Cinema, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.23985,28.5417418,Sushi,1000,No,Yes,No,4.0,70,[]
18380149,The Heroes Bistro & Bar,New Delhi,"M-13, 2nd Floor, M Block Market, Greater Kailash 2, New Delhi, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2429111,28.5339436,Continental,900,Yes,No,No,4.0,47,"['Cassoulet', 'Fried Chicken', 'Roast Beef', 'Paella', 'Greek Salad']"
2649,Whipped,New Delhi,"E-556, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,77.2400353,28.5388101,"Bakery, Desserts",550,No,Yes,No,4.2,1125,"['Brioche', 'Danish Pastry', 'Eclair', 'Gajar Halwa', 'Pantua']"
601,Cafe Coffee Day,New Delhi,"E-12, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.236,28.53698056,Cafe,450,No,No,No,3.2,33,"['Turkish Coffee', 'Espresso', 'Latte', 'CafÃ© au Lait', 'Americano']"
18462572,Paparazzi,New Delhi,"2 VIPPS Centre, North Wing, LSC Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,0.0,0.0,"Continental, North Indian, Asian",1900,Yes,No,No,3.2,7,"['Caprese Salad', 'Moussaka', 'Butter Chicken', 'Lassi', 'Sukiyaki']"
309105,Chehel Pehel,New Delhi,"Shop 11, DDA Market, Masjid Mod, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.23596912,28.53722177,"North Indian, Mughlai",700,No,Yes,No,3.5,159,"['Tandoori Chicken', 'Chicken Tikka Masala', 'Lassi', 'Sheermal', 'Shahi Paneer']"
18089222,Cress Bistro,New Delhi,"E-6, DDA Market, Masjid Moth, Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.23567978,28.53732191,"North Indian, Mediterranean, Continental",1200,Yes,Yes,No,3.6,131,"['Dal Makhani', 'Rogan Josh', 'Baba Ganoush', 'Tabbouleh', 'NiÃ§oise Salad']"
309688,Frosted Heaven,New Delhi,"55-C, 2nd Floor, DDA Flats, Next to Chirag Dilli Flyover, Masjid Moth, Near Greater Kailash (GK) 3, New Delhi",Greater Kailash (GK) 3,77.233935,28.54053208,"Bakery, Desserts",300,No,No,No,3.6,46,"['Ciabatta', 'Tiramisu', 'Brioche', 'Rasgulla', 'Jalebi']"
18334422,Baskin Robbins,New Delhi,"G-53, Green Park, New Delhi",Green Park,77.2024756,28.5565678,Ice Cream,300,No,Yes,No,2.9,9,"['Black Forest', 'Coconut', 'Rocky Road', 'Pistachio', 'Raspberry Ripple']"
18365388,Behrouz Biryani,New Delhi,"Green Park, New Delhi",Green Park,77.2049011,28.557068,Biryani,600,No,Yes,No,3.2,51,"['Malabar Biryani', 'Kacchi Biryani', 'Chicken Biryani', 'Tehari', 'Ambur Biryani']"
18312607,Cafe Coffee Day,New Delhi,"HPCL Petrol Pump, Near IOC Office, Green Park, New Delhi",Green Park,77.2069091,28.5569719,Cafe,450,No,No,No,3.0,4,"['Latte', 'Frappuccino', 'Affogato', 'CafÃ© BombÃ³n', 'Ristretto']"
309322,Cakeatouille,New Delhi,"P-11, 2nd Floor, Green Park Extension, Green Park, New Delhi",Green Park,0.0,0.0,"Bakery, Desserts",800,No,No,No,3.3,15,"['Cookie', 'Cheesecake', 'Baguette', 'Barfi', 'Mysore Pak']"
18429154,Chilli Singh,New Delhi,"G-1 A, Aashirwad Complex, D-1, Green Park, New Delhi",Green Park,77.2049011,28.5571577,"Chinese, Thai, Seafood",800,Yes,Yes,No,3.1,7,"['Mapo Tofu', 'Noodles', 'Satay', 'Laab', 'Snapper']"
18336220,Da Pizza Corner,New Delhi,"107-A, Gautam Nagar, Green Park, New Delhi",Green Park,0.0,0.0,Pizza,600,No,No,No,2.9,4,"['Pesto', 'Pepperoni', 'Neapolitan', 'Sicilian', 'Hawaiian']"
203,Domino's Pizza,New Delhi,"S-27, Ground Floor, Main Market, Green Park, New Delhi",Green Park,77.2023408,28.5565998,"Pizza, Fast Food",700,No,No,No,2.5,238,"['Meat Lovers', 'Four Cheese', 'Artichoke', 'Onion Rings', 'Burritos']"
18414479,Faasos,New Delhi,"Shop G-1B, Ground Floor, Ashirwad complex, Near Uphar Cinema, Green Park, New Delhi",Green Park,77.2049011,28.557068,"North Indian, Fast Food",600,No,Yes,No,2.8,13,"['Dal Makhani', 'Tandoori Chicken', 'Kadai Paneer', 'Falafel', 'Onion Rings']"
1625,Gupta Ji Ka Dhaba,New Delhi,"Near Uphaar Cinema, Green Park Extension Market, Green Park, New Delhi",Green Park,77.2058893,28.5583275,North Indian,300,No,Yes,No,2.6,49,"['Samosa', 'Rogan Josh', 'Aloo Paratha', 'Gulab Jamun', 'Kulfi']"
2899,Karim's,New Delhi,"A-22, Aurobindo Place Market, Near Green Park Masjid, Green Park, New Delhi",Green Park,77.2046765,28.5530579,"Mughlai, North Indian",750,Yes,Yes,No,3.3,235,"['Murgh Rezala', 'Galouti Kebab', 'Chapli Kebab', 'Gulab Jamun', 'Pav Bhaji']"
18180081,Let's Tango,New Delhi,"Shop C-107, Ground Floor, Green Park, New Delhi",Green Park,0.0,0.0,"North Indian, Fast Food",400,No,No,No,3.0,5,"['Paneer Tikka', 'Rajma', 'Kadai Paneer', 'Fried Chicken', 'Donuts']"
473,Madras Cafe,New Delhi,"S-26, Main Market, Green Park, New Delhi",Green Park,77.2023408,28.5565998,South Indian,300,No,No,No,2.5,191,"['Upma', 'Bisi Bele Bath', 'Uttapam', 'Rava Dosa', 'Sambar']"
18355419,Nachos And Company,New Delhi,"L-1, 3rd Floor, Green Park Extension, Green Park, New Delhi",Green Park,77.2018467,28.5608102,Mexican,700,No,No,No,3.4,14,"['Fajitas', 'Guacamole', 'Enchiladas', 'Churros', 'Margarita']"
18432237,Ovenstory Pizza,New Delhi,"Green Park, New Delhi",Green Park,77.20523,28.556941,"Pizza, Fast Food",500,No,Yes,No,3.3,6,"['Mushroom', 'Pesto', 'Vegetarian', 'Donuts', 'Fish and Chips']"
259,Pizza Hut,New Delhi,"S-32, Main Road Market, Green Park, New Delhi",Green Park,77.2020264,28.5563457,"Italian, Pizza, Fast Food",1000,No,Yes,No,3.3,276,"['Osso Buco', 'Bruschetta', 'Supreme', 'Vegetarian', 'Chicken Nuggets']"
7316,Red Chilli,New Delhi,"S-15, Uphaar Cinema Complex, Opposite Metro Station, Green Park, New Delhi",Green Park,77.2059791,28.5581568,"North Indian, Chinese",1500,Yes,Yes,No,3.1,104,"['Chole Bhature', 'Pav Bhaji', 'Gulab Jamun', 'Hot and Sour Soup', 'Cantonese Cuisine']"
18222566,The Groghead,New Delhi,"A-5, 2nd Floor, Above Hyundai Showroom, Green Park, New Delhi",Green Park,77.2057995,28.5557195,"Italian, North Indian",1700,Yes,No,No,3.4,267,"['Caprese Salad', 'Polenta', 'Focaccia', 'Chole Bhature', 'Rajma']"
443,The Tandoor,New Delhi,"G-15, D-1, Aashirwaad Complex, Green Park, New Delhi",Green Park,77.2051706,28.5570041,"North Indian, Mughlai",600,No,Yes,No,3.4,121,"['Samosa', 'Pav Bhaji', 'Kulfi', 'Kheema', 'Murgh Musallam']"
308315,Twenty Ten - Ashtan Sarovar Portico,New Delhi,"Ashtan Sarovar Portico, C 2, Green Park Extension, New Delhi, Green Park, New Delhi",Green Park,77.2066529,28.5595207,"North Indian, Continental, Chinese",1000,Yes,No,No,3.3,23,"['Chicken Tikka Masala', 'Paneer Tikka', 'Quiche', 'Caesar Salad', 'Cantonese Cuisine']"
769,Adyar Ananda Bhavan,New Delhi,"S-18, Main Market, Green Park, New Delhi",Green Park,77.2025317,28.5572354,"South Indian, North Indian, Street Food, Chinese, Mithai",500,No,Yes,No,3.5,368,"['Pongal', 'Medu Vada', 'Gulab Jamun', 'Chicken Tikka Masala', 'Burger']"
312011,Baked Love By Vatsala,New Delhi,"Near Uphaar Cinema, Green Park Main, New Delhi, Green Park, New Delhi",Green Park,0.0,0.0,"Bakery, Desserts",720,No,No,No,3.6,38,"['Cheesecake', 'Baguette', 'Pretzel', 'Sandesh', 'Peda']"
65,Drums of Heaven,New Delhi,"S-14, Green Park Extension, Green Park, New Delhi",Green Park,77.2059342,28.5580181,"Chinese, Seafood, Thai",1800,Yes,Yes,No,3.5,234,"['Kung Pao Chicken', ""General Tso's Chicken"", 'Cod', 'Mahi Mahi', 'Khao Soi']"
9672,Dunkin' Donuts,New Delhi,"S 36, Main Market, Green Park, New Delhi",Green Park,77.2021844,28.5558677,"Burger, Desserts, Fast Food",600,No,Yes,No,3.7,431,"['Patty Melt', 'Veggie Burger', 'Rabri', 'Modak', 'Pizza']"
472,Evergreen Sweet House,New Delhi,"S-29 & 30, Main Market, Green Park, New Delhi",Green Park,77.2026428,28.5562101,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",450,No,No,No,3.5,1198,"['Appam', 'Uttapam', 'Palak Paneer', 'Chicken Tikka Masala', 'Hot and Sour Soup']"
3400,Gung The Palace,New Delhi,"D-1/B, Near Ashirwad Complex, Green Park, New Delhi",Green Park,77.2054344,28.5568725,Korean,2500,Yes,No,No,3.7,303,"['Bossam', 'Bibimbap', 'Hoeddeok', 'Galbi', 'Miyeok Guk']"
18337744,Keventers,New Delhi,"Shop G53, Main Market, Green Park, New Delhi",Green Park,77.2024756,28.5565678,Beverages,250,No,No,No,3.5,16,"['Lassi', 'Latte', 'Espresso', 'Irish Coffee', 'Water']"
